Isolate	YearMonth	year	month	species	final genotype	name	confidence	num QRDR	parC_S80I	gyrA_S83L	gyrA_S83A	gyrA_D87G	gyrA_D87N	gyrA_D87Y	ESBL	Quinolone	Other antimicrobial	Trimethoprim	Quinolone/Triclosan	Streptomycin	Sulfonamide	Tetracycline	Macrolide	Gentamicin	Chloramphenicol	Beta-lactamase (not ESBL or carbapenemase)	Beta-lactamase (unknown spectrum)	ESBL (AmpC type)	NC_007385_plasmid_cover	NC_009345_plasmid_cover	NC_009346_plasmid_cover	NC_009347_plasmid_cover	pKSR100_plasmid_cover	ipaH	VIRULENCE_PLASMID	CLUSTER	SEROTYPE	O_ANTIGEN	H_ANTIGEN
AUSMDU00013452	2018_02	2018	2	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	blaCTX-M-55	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(3'')-Ib*,aph(6)-Id"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00020272	2018_09	2018	9	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(3'')-Ib*,aph(6)-Id"	"sul1,sul2"	NA	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00028086	2019_04	2019	4	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(3'')-Ib*,aph(6)-Id"	"sul1,sul2"	tet(A)*	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00029346	2019_05	2019	5	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(3'')-Ib*,aph(6)-Id"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00024505	2019_01	2019	1	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(3'')-Ib*,aph(6)-Id*"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00009458	2016_04	2016	4	S. sonnei	3.7.29.1.2.1	Global III VN2.MSM2.Aus	strong	1	0	1	0	0	0	0	NA	gyrA_S83L	sat2	"dfrA1,dfrA17"	NA	"aadA1,aadA5,aph(3'')-Ib,aph(6)-Id"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	<10%	<10%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00040740	2020_01	2020	1	S. sonnei	3.7.29.1.4.1	Global III VN2.KH1.Aus	strong	1	0	1	0	0	0	0	blaCTX-M-27	gyrA_S83L	sat2	dfrA1	NA	"aadA1,aph(3'')-Ib,aph(6)-Id"	sul2	tet(A)	"erm(B)*,mph(A)"	NA	NA	NA	NA	NA	<10%	60-69%	20-29%	>90%	80-89%	+	0	CSS	SS	NA	NA
AUSMDU00026010	2019_02	2019	2	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(3'')-Ib*,aph(6)-Id"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00027152	2019_03	2019	3	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(3'')-Ib*"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00010704	2017_11	2017	11	S. sonnei	3.7.18	Global III	strong	0	0	0	0	0	0	0	NA	NA	sat2	dfrA1	NA	"aadA1,aph(6)-Id"	sul2	tet(A)	NA	NA	NA	NA	NA	NA	<10%	>90%	30-39%	>90%	10-19%	+	0	CSS	SS	NA	NA
AUSMDU00028927	2019_04	2019	4	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(3'')-Ib*,aph(6)-Id"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00018499	2018_07	2018	7	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(3'')-Ib*"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00019027	2018_08	2018	8	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(3'')-Ib*,aph(6)-Id"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00013807	2018_03	2018	3	S. sonnei	3.7.3	Global III	strong	0	0	0	0	0	0	0	NA	NA	sat2	dfrA1	NA	"aadA1,aph(3'')-Ib,aph(6)-Id"	sul2	tet(A)	NA	NA	NA	NA	NA	NA	<10%	>90%	>90%	>90%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00013125	2018_02	2018	2	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	dfrA17	gyrA_D87G	"aadA1,aadA5"	"sul1,sul2"	tet(B)*	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	10-19%	20-29%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00013591	2018_03	2018	3	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	dfrA17	gyrA_D87G	"aadA1,aadA5"	"sul1,sul2"	tet(B)*	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	10-19%	20-29%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00028166	2019_04	2019	4	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(3'')-Ib*,aph(6)-Id"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00012504	2018_01	2018	1	S. sonnei	3.6.3	Central Asia III	strong	1	0	0	0	0	0	1	blaCTX-M-15	"gyrA_D87Y,qnrS1"	sat2	dfrA1	NA	"aph(3'')-Ib*,aph(6)-Id"	sul2	tet(A)	mph(A)	NA	NA	NA	NA	NA	<10%	>90%	30-39%	>90%	70-79%	+	0	CSS	SS	NA	NA
AUSMDU00009177	2016_08	2016	8	S. sonnei	3.7.29.1.2.1	Global III VN2.MSM2.Aus	strong	1	0	1	0	0	0	0	NA	gyrA_S83L	sat2	"dfrA1,dfrA17"	NA	"aadA1,aadA5,aph(3'')-Ib,aph(6)-Id"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	<10%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00009496	2016_06	2016	6	S. sonnei	3.7.29.1.2.1	Global III VN2.MSM2.Aus	strong	1	0	1	0	0	0	0	NA	gyrA_S83L	sat2	dfrA1	NA	"aadA1,aph(3'')-Ib,aph(6)-Id*"	sul2	tet(A)	NA	NA	NA	NA	NA	NA	<10%	>90%	20-29%	<10%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00040123	2020_01	2020	1	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	aadA5	sul1	NA	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	<10%	20-29%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00041668	2020_02	2020	2	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I,qnrB19"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	aadA5	sul1	NA	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	60-69%	<10%	30-39%	>90%	>90%	+	38	CSS	SS	NA	NA
AUSMDU00028930	2019_04	2019	4	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(3'')-Ib*,aph(6)-Id"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	30-39%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00029771	2019_05	2019	5	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(3'')-Ib*"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00025405	2019_02	2019	2	S. sonnei	3.6.1.1.1	CipR.SEA	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	dfrA1*	gyrA_D87G	"aph(3'')-Ib*,aph(6)-Id"	sul2	tet(A)	NA	NA	NA	NA	NA	NA	<10%	>90%	30-39%	>90%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00026138	2019_02	2019	2	S. sonnei	3.6.1.1.1	CipR.SEA	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	dfrA1*	gyrA_D87G	aph(3'')-Ib*	sul2	tet(A)	NA	NA	NA	NA	NA	NA	<10%	>90%	30-39%	>90%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00027795	2019_04	2019	4	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(6)-Id"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00029772	2019_05	2019	5	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(6)-Id"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00009147	2016_06	2016	6	S. sonnei	3.7.29.1.2.1	Global III VN2.MSM2.Aus	strong	1	0	1	0	0	0	0	NA	gyrA_S83L	sat2	"dfrA1,dfrA17"	NA	"aadA1,aadA5,aph(3'')-Ib"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	<10%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00025486	2019_02	2019	2	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(3'')-Ib*,aph(6)-Id"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00037338	2019_10	2019	10	S. sonnei	3.7.29.1.4.1	Global III VN2.KH1.Aus	strong	1	0	1	0	0	0	0	blaCTX-M-27	gyrA_S83L	sat2	dfrA1	NA	"aadA1,aph(3'')-Ib,aph(6)-Id"	sul2	tet(A)	"erm(B)*,mph(A)"	NA	NA	NA	NA	NA	<10%	60-69%	20-29%	>90%	80-89%	+	0	CSS	SS	NA	NA
AUSMDU00027616	2019_04	2019	4	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(3'')-Ib*,aph(6)-Id"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00009532	2016_06	2016	6	S. sonnei	3.7.29.1.2.1	Global III VN2.MSM2.Aus	strong	1	0	1	0	0	0	0	NA	gyrA_S83L	sat2	dfrA1	NA	"aadA1,aph(3'')-Ib,aph(6)-Id"	sul2	tet(A)	NA	NA	NA	NA	NA	NA	<10%	>90%	20-29%	<10%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00009989	2016_07	2016	7	S. sonnei	3.7.29.1.2.1	Global III VN2.MSM2.Aus	strong	1	0	1	0	0	0	0	NA	gyrA_S83L	sat2	dfrA1	NA	aadA1	NA	NA	NA	NA	NA	NA	NA	NA	70-79%	<10%	20-29%	<10%	20-29%	+	38	CSS	SS	SS	NA
AUSMDU00008173	2016_08	2016	8	S. sonnei	3.7.29.1.2.1	Global III VN2.MSM2.Aus	strong	1	0	1	0	0	0	0	NA	gyrA_S83L	sat2	"dfrA1,dfrA17"	NA	"aadA1,aadA5,aph(3'')-Ib,aph(6)-Id"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	<10%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00012362	2018_01	2018	1	S. sonnei	3.7.29.1.2.1	Global III VN2.MSM2.Aus	strong	1	0	1	0	0	0	0	NA	gyrA_S83L	sat2	"dfrA1,dfrA17*"	NA	"aadA1,aadA5,aph(3'')-Ib,aph(6)-Id"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	<10%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00044076	2020_02	2020	2	S. sonnei	3.7.29.1.4.1	Global III VN2.KH1.Aus	strong	1	0	1	0	0	0	0	blaCTX-M-27	gyrA_S83L	sat2	dfrA1	NA	"aadA1,aph(3'')-Ib,aph(6)-Id"	sul2	tet(A)	"erm(B)*,mph(A)"	NA	NA	NA	NA	NA	<10%	60-69%	20-29%	>90%	80-89%	+	0	CSS	SS	NA	NA
AUSMDU00008192	2016_09	2016	9	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	aadA5	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	NA	NA	NA	<10%	>90%	30-39%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00009998	2016_09	2016	9	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(3'')-Ib*"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	NA	NA	NA	<10%	>90%	30-39%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00009142	2016_06	2016	6	S. sonnei	3.7.29.1.2.1	Global III VN2.MSM2.Aus	strong	1	0	1	0	0	0	0	NA	gyrA_S83L	sat2	"dfrA1,dfrA17"	NA	"aadA1,aadA5,aph(3'')-Ib,aph(6)-Id"	"sul1,sul2"	NA	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	<10%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00008596	2017_06	2017	6	S. sonnei	3.7.29.1.2.1	Global III VN2.MSM2.Aus	strong	1	0	1	0	0	0	0	NA	gyrA_S83L	sat2	"dfrA1,dfrA17"	NA	"aadA1,aadA5"	sul1	NA	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	40-49%	<10%	10-19%	<10%	>90%	+	2	CSS	SS	SS	NA
AUSMDU00010785	2017_11	2017	11	S. sonnei	3.7.3	Global III	strong	0	0	0	0	0	0	0	NA	NA	sat2	dfrA1	NA	aadA1	NA	NA	NA	NA	NA	NA	NA	NA	<10%	<10%	>90%	>90%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00009181	2016_08	2016	8	S. sonnei	3.7.3	Global III	strong	0	0	0	0	0	0	0	NA	NA	sat2	dfrA1	NA	"aadA1,aph(3'')-Ib,aph(6)-Id"	sul2	tet(A)	NA	NA	NA	NA	NA	NA	70-79%	>90%	>90%	>90%	30-39%	+	38	CSS	SS	SS	NA
AUSMDU00009996	2016_08	2016	8	S. sonnei	3.7.3	Global III	strong	0	0	0	0	0	0	0	NA	NA	sat2	dfrA1	NA	"aadA1,aph(3'')-Ib,aph(6)-Id"	NA	tet(A)	NA	NA	NA	NA	NA	NA	<10%	>90%	>90%	>90%	10-19%	+	0	CSS	SS	NA	NA
AUSMDU00024427	2019_01	2019	1	S. sonnei	3.7.9	Global III	strong	0	0	0	0	0	0	0	NA	NA	sat2	dfrA1	NA	"aadA1,aph(3'')-Ib,aph(6)-Id"	sul2	tet(A)	NA	NA	NA	NA	NA	NA	<10%	>90%	30-39%	>90%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00008190	2016_09	2016	9	S. sonnei	3.7.29.1.2.1	Global III VN2.MSM2.Aus	strong	1	0	1	0	0	0	0	NA	gyrA_S83L	sat2	"dfrA1,dfrA17"	NA	"aadA1,aadA5,aph(3'')-Ib,aph(6)-Id"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	<10%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00023731	2018_12	2018	12	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(3'')-Ib*,aph(6)-Id"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00027143	2019_03	2019	3	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(3'')-Ib*,aph(6)-Id"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	30-39%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00009403	2016_11	2016	11	S. sonnei	3.7.29.1.2.1	Global III VN2.MSM2.Aus	strong	1	0	1	0	0	0	0	NA	gyrA_S83L	sat2	"dfrA1,dfrA17"	NA	"aadA1,aadA5,aph(3'')-Ib,aph(6)-Id"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	<10%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00017940	2018_07	2018	7	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(3'')-Ib*,aph(6)-Id"	"sul1,sul2"	tet(A)*	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00018468	2018_08	2018	8	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(3'')-Ib*,aph(6)-Id"	"sul1,sul2"	tet(A)*	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	70-79%	>90%	20-29%	>90%	>90%	+	38	CSS	SS	SS	NA
AUSMDU00049641	2020_08	2020	8	S. sonnei	3.7.3	Global III	strong	0	0	0	0	0	0	0	NA	NA	sat2	dfrA1	NA	aadA1	NA	NA	NA	NA	NA	NA	NA	NA	<10%	<10%	>90%	<10%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00008333	2016_01	2016	1	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(3'')-Ib*"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	NA	NA	NA	<10%	>90%	30-39%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00008334	2016_01	2016	1	S. sonnei	2.7.1	-	strong	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	<10%	<10%	>90%	>90%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00008335	2016_01	2016	1	S. sonnei	3.6.1.1	CipR	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	dfrA1*	gyrA_D87G	NA	NA	NA	NA	NA	NA	NA	NA	NA	<10%	<10%	30-39%	>90%	10-19%	+	0	CSS	SS	NA	NA
AUSMDU00008338	2016_01	2016	1	S. sonnei	3.7.29.1	Global III VN2	strong	1	0	1	0	0	0	0	blaCTX-M-55	gyrA_S83L	sat2	dfrA1	NA	"aadA1,aph(3'')-Ib,aph(6)-Id"	sul2	tet(A)	NA	NA	NA	NA	NA	NA	<10%	>90%	30-39%	<10%	10-19%	+	0	CSS	SS	NA	NA
AUSMDU00008339	2016_01	2016	1	S. sonnei	2.7.4	-	strong	0	0	0	0	0	0	0	NA	NA	NA	dfrA14	NA	"aadA1,aph(6)-Id*"	sul2	tet(B)	NA	NA	catA1	blaOXA-1	NA	NA	<10%	70-79%	<10%	<10%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00008341	2016_01	2016	1	S. sonnei	3.6.1.1	CipR	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	dfrA1*	gyrA_D87G	aph(6)-Id	sul2	tet(A)	NA	NA	NA	NA	NA	NA	<10%	>90%	30-39%	>90%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00008342	2016_01	2016	1	S. sonnei	3.6.1.1	CipR	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	dfrA1*	gyrA_D87G	aph(3'')-Ib*	sul2	tet(A)	NA	NA	NA	NA	NA	NA	<10%	>90%	30-39%	>90%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00008344	2016_01	2016	1	S. sonnei	3.7.3	Global III	strong	0	0	0	0	0	0	0	NA	NA	sat2	dfrA1	NA	"aadA1,aph(3'')-Ib,aph(6)-Id"	sul2	tet(A)*	NA	NA	NA	NA	NA	NA	<10%	>90%	>90%	>90%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00008345	2016_01	2016	1	S. sonnei	3.7.29.1.2.1	Global III VN2.MSM2.Aus	strong	1	0	1	0	0	0	0	NA	gyrA_S83L	sat2	dfrA1	NA	"aadA1,aph(3'')-Ib,aph(6)-Id"	sul2	tet(A)	NA	NA	NA	NA	NA	NA	<10%	>90%	20-29%	<10%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00008348	2016_02	2016	2	S. sonnei	3.6.1.1.3	CipR	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	dfrA1*	gyrA_D87G	NA	NA	NA	NA	NA	NA	NA	NA	NA	<10%	<10%	30-39%	<10%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00009986	2016_02	2016	2	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	aadA5	sul1	NA	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	<10%	20-29%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00008349	2016_02	2016	2	S. sonnei	3.6.1.1	CipR	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	dfrA1*	gyrA_D87G	"aph(3'')-Ib*,aph(6)-Id"	sul2	tet(A)	NA	NA	NA	NA	NA	NA	<10%	>90%	30-39%	>90%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00008350	2016_02	2016	2	S. sonnei	3.7.3	Global III	strong	0	0	0	0	0	0	0	NA	NA	sat2	dfrA1	NA	"aadA1,aph(3'')-Ib,aph(6)-Id"	sul2	tet(A)*	NA	NA	NA	NA	NA	NA	<10%	>90%	>90%	>90%	10-19%	+	0	CSS	SS	NA	NA
AUSMDU00008351	2016_02	2016	2	S. sonnei	3.7.3	Global III	strong	0	0	0	0	0	0	0	NA	NA	sat2	dfrA1	NA	"aadA1,aph(3'')-Ib,aph(6)-Id"	sul2	NA	NA	NA	NA	NA	NA	NA	<10%	>90%	>90%	>90%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00008352	2016_02	2016	2	S. sonnei	3.7.24	Global III	strong	0	0	0	0	0	0	0	blaCTX-M-15	qnrS1	sat2	dfrA1	NA	aadA1	NA	NA	NA	NA	NA	NA	NA	NA	<10%	<10%	30-39%	>90%	10-19%	+	0	CSS	SS	NA	NA
AUSMDU00008353	2016_02	2016	2	S. sonnei	3.7.3	Global III	strong	0	0	0	0	0	0	0	NA	NA	sat2	dfrA1	NA	"aadA1,aph(3'')-Ib,aph(6)-Id"	sul2*	tet(A)	NA	NA	NA	NA	NA	NA	<10%	>90%	>90%	>90%	<10%	+	0	CSS	SS	NA	NA
